text,label
@Englandfan48262 @bmeado9 Gay rights n that innit,0
@SpursOfficial Fuck off you clueless mongs,0
"@Arsenal Only for you to get thrashed, then you start posting your lgbt shit__.  Anyway let me leave this one here https://t.co/PzFl18Qulh",0
Stay on your line next time cunt @AaronRamsdale98,0
"@Arsenal @Thomaspartey22 is a rapist and @m8arteta keeps selecting him, disgrace of a club.",0
Fuck off gabby jesus @gabrieljesus9 ________,0
"Xhaka does what mount just done and ref, pundits and fans be calling for the death penalty",1
@Arsenal Why do gay people need so much attention we get it you like dick in your ass.,0
@NunoTavares You go dey shoot ball anyhow dey injure fans,1
"@EIkyiriza @Arsenal @IanWright0 Our disappointment is too huge and unbearable, it's such a shame that as a club they don't care about the feelings of other million supporters in other states and nations but only focus on the gay __________ This is very shameful and disgusting ________",0
what a shot from xhaka,1
@ItsReed34 @BukayoSaka87 Gay,1
@BukayoSaka87 Lol.. thought he was dead or had cancer https://t.co/0BWuz9ifwm,0
"Slowly im beginning  to hate this gay club  , one time I'll be tired n unfollow  __",0
“Smart move”. Arsenal fans basically celebrating that their club has tried to protect this monster instead of locking him up with the rest of the scummy rapists. @Arsenal you should be seriously ashamed,0
@salmonblush @Arsenal Till a die,1
@Arsenal Fuck you,1
@Arsenal He has had a falling out with that knob jockey Southgate,0
"@GuillemBalague
 on Arteta: “People haven’t got any idea how deep the personality, thinking, leadership, vision, empathy, knowledge that Arteta has. He is the engine of that club now, which is a bit worrying, it could burn him out, he’s putting the whole thing on his shoulders.”",1
"Man united was a better team in the 2nd half, but Xhaka killed the game off. Whatever it is thank you Bruno Penandes __",1
@Arsenal @gaygooners What a curse are you bringing to the club gays have no place in our society go and drink water from the toilet if you think they are good,0
@jackoooo1809 @England Go take the knee pal.c...k suckers always do,0
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/isvqm79QOh",1
"@BukayoSaka87 ""The black horse"" nice one buddy https://t.co/Y4jQhTOEIE",0
@Arsenal @gaygooners Stop embarrassing us ______ open another gays account and put your rubbish there and let us enjoy our football. Im sick of this,0
@NotoriousAF9 @Arsenal @gaygooners May be someone is gay in Arsenal squad,0
"@Arsenal A fair question is this - I understand the idea of promoting marginalized groups but where was this for black people, brown people, disabled people etc. Its also fair to say that there’s been a forced agenda to promote only pro-lgbt forgetting the other marginalized groups.",0
Cut that fake cute shit out u a grown ass nigga @BukayoSaka87,0
@Arsenal No fuck you lot,0
@Arsenal @gaygooners Stop this gay tweets,0
@MrDtAFC @ManUtd @Arsenal Go back to JAIL manchild. And oh ask that rap1st @Thomaspartey22 to tag along. ____,1
You either die a villain or live long enough to become the hero again. Granit Xhaka baby,1
@Arsenal That tache is so noncey,0
"@Arsenal Arsenal fans have to be proud after that.

I mean, sticking with a rapist released on bail all season to try and win a title before he is locked up. Warra club. Stay classy Arsenal.",1
Fuck you @EddieNketiah9,0
@Arsenal oh come on you fucking cunts.,1
IS THIS YOUR RAPIST???? @Arsenal https://t.co/6OPBpgy3i8,1
"Unreal hit from Xhaka, that. What a time to get a goal. We've on the ropes the entire half.",1
Why did Xhaka hesitate on that shot…he should’ve ripped the fucking net,1
"@BukayoSaka87 I personally support arsenal and you Saka...but you ain't English bruh... you blacker than cocoa seeds,blacker than even me and I'm Nilotic. Get your facts straight and come back home... nobody loves a black man living outside Africa. Much love though.",0
@Arsenal @RobHolding95 @ericdier @cpulisic_10 @SpursOfficial @IslingtonMind What about the girls who were raped by Thomas Partey? Is their mental health important to you?,1
"Massive win against man United another 3 points!, Granit Xhaka has got some power in his shot!!__________",1
@LTrossard I would die for you,1
@Arsenal Misplaced prioritie Arsenal focus on winning the stop this Gay thing. I won't be surprised if don't win this tittle due to the curse from the Almighty.,0
Fucking arrogant thugs @Arsenal Just F-off,1
@SpursOfficial Daniel Levy you better fuck off from my club,0
@Arsenal What an important xhaka goal..man UTD played well but we hang on..great win,1
"If Tomiyasu isn’t ready don’t rush him back, I’d rather see White or an Academy player there. We can’t afford for him to miss these last few games, they’re vital for our (seemingly dead now) top 4 hopes. @Arsenal",1
@Arsenal Now celebrate LGBTQ!  You shitty club,0
@Arsenal faggots,0
See @Arsenal you didn’t post about Gay and we won __ stop posting about gay and see us win the league !!!,0
@Arsenal Black sheep,0
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/t8UVUHORs6",1
@biel_m04 Stop sucking his cock,0
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/E3WQDkf80M",1
"@Arsenal I do not promoting hatred, lets be clear on that @Arsenal .  My concern however, is my club's Twitter double-standards. Even though an important player in our club highlighted gruesome human right violations, you showed ZERO solidarity for the Uighur Muslims. (I'm not Muslim BTW)",0
"@enejilks It wouldn't be surprising. Their matter don tire me. 
Arteta dey always hang outside window — him falling out no dey surprising tbh. __",1
"@Arsenal @ArsenalWFC Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/dshsGLcRH3",1
@Arsenal You will burn in hell,0
@WilIiamSaIiba @Arsenal @m8arteta @kierantierney1 bro got post notifications on just to complain about gay people __,0
@biel_m04 Where’s your hairline you favela monkey,0
@Arsenal Snake,0
FINALLY THE LONG RANGE XHAKA SHOT,1
"Oh my god, look at this incredible player from Brazil, Pedro. Amazing skills, drible, pacing, shot, a complete player, masterclass. Exactly what my beloved @Arsenal needs in mudfield.  #ArrascaAtGunners #ArtetaWeWantArrasca",0
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/z4tePAfzhT",1
shut the fuck up you fucking loser. Mind you we literally have a whole ass group for queer arsenal fans.,1
@Arsenal But yet you continue playing a rapist?,0
Cedric and Pepe will be the death of Arteta I’m afraid,1
@Arsenal @gaygooners I join other commenters to say that that's the reason as to why we have lost 8 of the possible 9 points cz we focusing on gay shit than football __,0
@Arsenal Wooooooo.....w ... Oooh Grant Xhaka with B____M shoot from David Degea,1
@Arsenal @gaygooners Arsenal will never win anything till u stupid admin of the website you stop pushing that shit of gay gooners on our beautiful team stop stop it stupid admin you are making us to hate our club bcz of u,0
@asxd_98 Pogba will kill it i0 that Xhaka role,1
@ArsenalWFC @VivianneMiedema that smile is killing __,1
"I really don’t understand how Mikel Arteta is still our manager, the guy is killing our attack and yet our fanbase still protect this guy https://t.co/tKlqx7znVx",1
@Arsenal You gays will lose today,0
"Then there’s nothing wrong with what Henry said too then, craved a chance for a French prospect when the lack of faith in his abilities coulda killed his mentality, point out where he insulted Arteta in that statement https://t.co/BsbbNnNgMW",1
@svanteafc @ifesamz @Arsenal @gaygooners Why are you gay?,0
Had to block a whole bunch of people after my Xhaka comments including one person who used the words “death threats”. Get to absolute fuck.,1
@mufc9712 Not about winning the fa cup. I trust the process because u can clearly see how Arteta has got rid of the dead wood and brought in young players. Will they do good ?? I dunno but it’s good to watch. I used to watch Mustafi lol trust me. I trust the process. Not about FA CUP lol,1
@Arsenal @SolManOfficial @BukayoSaka87 @m8arteta All I see are cunts and bottlers,1
"two seasons in a rowe
@RobHolding95 you will pay for your crimes https://t.co/kEGvv9qhAm https://t.co/BJei7HQD1H",1
@Arsenal We the anti-gay gooners are impressed with the results ______________ Continue promoting yo gay community while you loose even the simple games ____________________,0
"@englandbreded @TPTFootball @Arsenal Remove this gay shit, Odegaard isn't part of that BS.",0
@NunoTavares omo you almost kill us today o. we love you sha.,1
@ManUtd @England Sell the whole player's unserious bunch of clown   Also fuck you admin  deactivate or retire read the room,0
"@ArsenalWFC @jbeattie91 Nobody was out of union of LGBTQ , whether someone wants her fxcked or her pussy grinded by another is personal thing.... let's concertrate with football or disband this we become pussy lickers",0
@Rotimisule @Arsenal Arsenal gonna kill the Europa league ______,1
@SpursOfficial FUCK OFF IM TIRED OF THIS SHIT EVERY TIME WE CANT DO SHIT AGAINST THE BIG 6 WE SHOULD BE ASHAMED OF OURSELVES FOR THAT SHIT A TEAM FROM THE MOLDOVAN SUNDAY LEAGUE SOUTH AMPUTEE DIVISON WOULD DO BETTER THAN THOSE EVELEN BOZOS OUT THERE,0
"kangenyaaa liat xhaka long shoot, that’s for the prove of love hate relationship sama fans ____",1
"@ykgunnerz From inception of arteta u could notice arsenal usually have less shot both off n on target. With this 1 shot 1 goal he's building now, I fear if we get nunez or any striker like cavani in his early days, Europe won't hear the last of arsenal cos everyone go collect. TNX ELNENY",1
"Was about to post “Let’s go @Arsenal” and then my phone died…

Looks like the message got there somehow ____ #CheArs",1
"Xhaka, whe0 he fi0all1 0ears the box, gets over excited a0d shoots too earl1. Gimme a few mi0utes __ __ https://t.co/vO2qLSJO1p",1
@MartisakaFc @ChrisWheatley_ Exactly I remember when they asked arteta to confirm the death of salibas mum. No respect at all.,1
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/Np7Jd2sr7k",1
@Arsenal Arsenal is not gay it’s a football club. Supporters love football not interested in gay shit. Emirates is our stadium not bed room. Go gooner,0
@Arsenal HES NOT DEAD,1
@Arsenal We straight are the one funding this club before this lgbt nonsense wait till we boycott the club and cancel arsenal match in our countries you will see especially in 53 Muslim countries good luck lost hundreds of million revenues,0
@Arsenal @gaygooners Unpin this shit am totally disappointed ____________________________,0
"@Arsenal ....thank you, for SUFFERING at the hands of corrupt @FA_PGMOL imbecile REFEREE , chris kavangah is shit! @FIFAcom preserve your integrity !",1
@Arsenal Hey Chinese Cock Sucker Club! Remember this: you will never win any champion title in 100 years!,1
"@Remixxxfn not disagreeing but we’ve been quite unlucky today, feel like we could’ve gotten something from this game but xhaka goal killed it off",1
@Arsenal @premierleague Hope you lose you cunts,1
@Arsenal @Thomaspartey22 ky$ ugly rapi$t __,0
@19AJR @Arsenal Exactly. He’s so annoying and retarded :weary_face:,1
"The duality of Granit Xhaka, got a brain dead yellow card then soon after slapped in a goal top bins …",1
@Arsenal That’s awesome. Now explain. Why u keep playing an accused rapist who is on bail for 3 rapes. What about those women?,0
"What’s Nkethia doing there? Anyways for the first time in my life it’s Xhaka __…, that 3rd goal actually killed UTD off. https://t.co/RvhzQo0nJ9",1
@Akampur76187427 @Arsenal Yes they doing it too much they think we care about the Tottenham always spurs and German clubs showing rainbow __ colors we are not build that way so arsenal stop making it by force we are built that way why don’t gay footballers come play for arsena first team then,0
@Arsenal Is being gay a disability? Why can't you celebrate the straight gooners?,0
@slyboi88 Nah Nketiah was blocking his view. It’s normal for people to block the view as long as it’s not the opposition player in an offside position. When Xhaka was lassing the shot. De Gea’s upper body was peeping to the right of Eddie to see the ball the ball went left,1
@Arsenal @gaygooners Why don't you focus on one thing either league or that shit and remember they can't reproduce your future fans. Hmmmm,0
@Arsenal admin blocked me after I commented that the club was going down the drain on their Pride ______ posting.. lol what a bunch of homos.. I hope you gay lovers never win a single trophy ever.. and you can kiss the title goodbye __ https://t.co/bxWUwhCx4D,1
@Arsenal Fabio Viera should just go back to Portugal______,0
"@SpursOfficial Disgusting fans, cunts sons of pedophiles end dogs, london is Red !!!!!",0
@Borginho78 @Arsenal Do you mean that those of us who don't believe in LGBTQ should die ? We also have the right not to believe in it,0
"@Joshua_Ubeku Omo its over for Arsenal, Arteta, Edu etc.. dead club. No ambition.",1
He ca0 be completel1 brai0 dead but do0’t tell me that Xhaka tax is a m1th. https://t.co/2TSwhCjZt0,1
@Arsenal The rapist returns,1
@ArsenalWFC For fuck sake. We have been shit this season........,0
@Arsenal KEEP SUPPORTING THE GAYS  GAYY GOONERS____  Guardiola is coming for you,0
What kind of deviant do you have to be that the club @Arsenal have to send someone to (clears throat) MAKE SURE YOU DONT RAPE ANYONE?!!!! Disgraceful from #arsenal across the board full stop this. Shameful.,0
"That fucker Edu is getting away with absolute murder, when Arteta eventually gets sacked him and Vinai need to jog on with him",1
@Arsenal @gaygooners Sodoma and Gomora on their way .... Please admin can I fuck ur ass https://t.co/v771JDuV7v,0
"@Arsenal To all arsenal players, suck your own dick If you can't even win next three games , Suck your OWN FUCKING DICK , FUCK YOU ALL LADS",1
"@WarringtonRLFC @Arsenal Fuck off and drink each other’s piss, you sanctimonious rugger pricks.",1
Massive rat @richarlison97,0
@Lunihannn @Arsenal Love that pic of Havertz with his tongue out waiting for the money shot __,1
"@Arsenal nah piss off for what you did to Ozil for standing up for Muslims, unforgivable.",1
"Say what you will about him but Xhaka rescued us there, ensuring it was 3 points rather than 1 or none. 

United had us on the ropes - partly from pressure we helped to create with a number of erratic passes and poor decision making.

As for Mo Elneny our Pyramid Pirlo …____________",1
@Realregentskid @Arsenal @gaygooners you look gay,0
Xhaka sealed the win for us. Let that man shoot. #xhaka #ARSMUN,1
@Arsenal i expect an apology but too bad even rapists play for ur club so i dont need an apology https://t.co/mjNTkCvXbX,1
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/ouTGySeYZo",1
@Arsenal @gaygooners This shit is why our team is suffering #stopGays,0
@Midd7eChi7d @Arsenal I was expecting him to play the trio because saka is burnt out already. We might as well not turn up for this match if this is what the line up was going to be .,1
"@Arsenal Why do you tell more stories of gay gooners than of we straight gooners? Are they more special? I am a straight gooner and we are the majority, we also have stories to tell. And in my culture, which you also have to respect, homosexuality is wrong. That is the diversity !",0
How is Xhaka standing there and letting him shoot there.,1
@biel_m04 Stfu crying monkey Henderson was right about you https://t.co/zT5TAsvreS,0
@Jayp6181 @Arsenal I'm going to the game and I'm not gonna be showing any sympathy to that Rapist scum.,1
@Arsenal What’s does LGBT has to do with Arsenal ? Blocking ur own fans because they ain’t supporting LGBT. fuck you __,0
@piersmorgan @Arsenal Bi-polar football and getting rid of dead wood comes to mind.,1
@BukayoSaka87 Celebrating with a rapist. Disgusting.,0
@Arsenal Ok gay club,0
@Arsenal We kill them tomorrow,1
@Arsenal @gabimartinelli @BukayoSaka87 no gay gooners prop and we win  there's a clear pattern,0
@Arsenal you move like a nigga with no money,0
@godslovebogos Xhaka really shoot am,1
"Dead that your Arteta out, he is not going anywhere, he will succeed and Arsenal will prosper, now you can leave the club for those that wants their manager to succeed. New deal for the Boss. #Arsenal #Arteta @Arsenal https://t.co/hV9twSXUU3",1
@bmeado9 @BBCSport Next years winner an indigenous Red Indian trans lesbian,0
"Leading to more stress, more failure and more disappointment? I’m not saying Arteta will definitely be a success but we have seen progression, shoots of improvement and I REALLY don’t want us to be another @ManUtd and if we twist again in the summer, that’s all we’ll be…",1
@mikemoves12 @bmeado9 I think she’s lesbian __,0
@Arsenal HOLD DAT YOU FLIPPIN GABONESE CUNT,1
"Jeez the Arteta out brigade are in full swing!

They must have been seething when we’ve been on the winning run &amp; praying for a spell of defeats just to express themselves.

I do wonder if they were happy that the club they ‘support’ were winning",1
@Arsenal @gaygooners A man who eats feaces from the anus of another is no man. Bomboclat. Shit is always shit______________________,0
@gabimartinelli You should have shot that ball you passed behind Saka.,1
@1CallumStirling @AfcGabeast @Arsenal Being Asian or black can never be harmful from basic nature. Whereas there are sicknesses and dangers to society that can come from being lgbtq+. And where do you set the boundary? Pedophiles have been trying to join lgbtq+ for a while,0
@premierleague @Arsenal @_screenshoter black,0
@AFTVMedia @charlotte1grant Xhaka is an agent of destruction that's why he is not on social media to be reading our post and comments.....his silly attitude has cost us the league. Winning Liverpool should have been a big bost to Gunners winning the league but Xhaka hmm @Arsenal @m8arteta @gabimartinelli,0
"People saying that goal is unlucky:
-&gt; lost the ball in a terrible place for the 6th time this game, you know they were going to punish us
-&gt; xhaka turning away from the shot
-&gt; Ramsdale's positioning, idek what to say but it's such a dumb goal to concede",1
Kills me that arteta outs cry when he falls out w shit players https://t.co/PXXHUP7V8s,1
@HarryMaguire93 a die hard fan of @Arsenal __________________ #funniesttweets,1
Go back home you peasants @Arsenal!,0
@Arsenal Don’t let this make you forget Partey raped an innocent woman .,0
@Arsenal @gaygooners In Islam its harram  Os ur all fake,0
"Good I don't support the ka team, this evil mind, u can't exist the earth is the Lord and it's fullness not Homosexuals @Arsenal admin evil mind given birth by a woman and now foolishly getting evil, what will I ever tell your mother? Was your Mother guy or or LQTVCF.",0
@Arsenal @gaygooners Is it a gay club now???,0
@Arsenal @gaygooners Since u guys Started focusing on this gay issue u have been losing matches leaving this  crap an concentrate on winning games and football not political ideologies,0
"2 things guaranteed in life. Death and Xhaka getting a yellow card.

Whenever at HT I put Xhaka down to be carded, always wins __",1
"@NunoTavares Bro, compose yourself and have some confidence you can play ball. Today you excited me yes but you nearly killed me too.",1
dirty thug talking about morals https://t.co/gdxBpPAd8I,1
0ot a bad shot b1 xhaka,1
FOKOF YOU BLACK POES!!! @BukayoSaka87,0
@SpursOfficial Hugo Lloris you usless French cunt,0
@Arsenal stfu nigga,1
@TeacherOfBall @Arsenal ______You killed me bro____,1
@England @ben6white His period cramps kicked in huh,0
@EddieNketiah9 @Arsenal i'm one step away from tweeting the most racist shit i've ever said,0
"Yet again, didn't press to stop the Xhaka shot. Awful.",1
"@HBK_32 Okay but he’s had a shot at managing already with 2 different teams and he didn’t fare well, I don’t think he’s one to talk about Arteta’s managerial practices _______ it’s probably more than juss jealousy he’s also hatin __",1
@Arsenal @BukayoSaka87 Go back to your country man.,0
@siphillipssport @Plettigoal @Arsenal Fuck you Edu.,0
"@HectorBelleri0 Ukrai0e has bee0 i0vaded b1 a0other cou0tr1 without 0o provocatio0. It's 0ot close to the situatio0 i0 Israel. 1esterda1, 4 i00oce0t people was stubbed to death i0 the street b1 a terrorist o0l1 because the1 are Jewish. let's hope for Piece all over the world____",1
"@ConorStevens97 @SkySportsPL referee misses a handball in the box and then ignores tavares being offsides blocking DDG from seeing xhaka's shot, referee is just trolling i think",1
@Arsenal @gaygooners I really wish to assume our admin is gay ____.....we don’t judge anyone’s sexuality here though you need to limit the posts on these __,0
Bukayo black man saka how are you my friend @BukayoSaka87,1
Ban Thomas Partey from Arsenal. Shouldn't be playing under any circumstances till the matter is resolved.   Thoughts go out to the women victims &amp; their trauma in this horrific situation. No woman/person out there deserves being raped or assaulted in any form.   Do more @Arsenal.,0
__ BREAKING: Arsenal clone Arteta to sign him onto a ground-breaking double deal keeping him at the club until his untimely death https://t.co/qGYbefcv2h,1
"@Arsenal Zinchenko is the real antichrist __ this guy is a criminal,a fraud and a crook ___",0
My gay gooner friend @gaygooners https://t.co/dyq9Iaico6,0
@ArsenalWFC Gay gunners dont think about have ua competition,0
"@HenryBa70869193 @CheddaXD @happyjetsfan_ @USMNT @headdturnerr @tyler_adams14 @cameroncv2 Cant beat us in your own sport, wars or dick size. Its time we name the language something not as pussy sounding",0
Xhaka goal against DeGea always looks funny.. Today he was looking whether Xhaka is about to shoot when the ball was already on the way__ #PremierLeague #ManchesterUnited,1
"@Arsenal @gaygooners This admin is a gay, there’s nothing you can tell me",0
@BukayoSaka87 @PhilFoden I love you so much no homo https://t.co/ekUudzIiDq,0
Arsenal is Arteta till I die. https://t.co/y0BOOdFqcM,1
@Arsenal You’re playing a Ghana pedo,1
@emmanuel_navoro @Arsenal Keep the tears coming rentboy :face_blowing_a_kiss::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: https://t.co/VrRaylp7PF,1
@Arsenal Stop tweeting about gay gooners,0
"@Arsenal @MmutleBernard Arteta is a bitch, why did he drop Matt Turner ____",0
"@BiryaniMafiaDB Calm man they are playing together in this kind of pressure probably 1st time so this things happen, but he has to improve his shot stopping I agree with that, he will improve it IMO, arteta will make him good no worries",1
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/pYmSRRA98B",1
Saka absolutely killing my rank but CMONNNNNN @Arsenal,1
"@Arsenal We love Arsenal soo much but since the day you started advertising that gay shit,,look where we are now",0
@Arsenal @gaygooners African Gunners must be broken,0
@mykael86 @Arsenal You no fit die finish,1
"@Van_dermie @Arsenal Easy, it's Odegaard's brilliance and Rowe smartness that scored it.

Mendy didn't anticipate any shot from there",1
@Arsenal SACK that white nigga kiwior. Looked like he's scared of a ball the way he ducked.,0
@StoolFootball @Arsenal see how hes been suspended though ? Yet multiple accused rapist partey still playing ?,0
That shot from #Xhaka was for me.,1
@Arsenal Go burn in hell gay gooners,0
@Arsenal Fuck off arsenal. LGBT you are going to hell. You have time for asking forgiveness from your God. Football clubs accepting LGBT does not mean you are right. LGBT = hell,0
@Arsenal Mental illness gang. Get help,0
@itvfootball @England @BukayoSaka87 Three Immigrants' products scoring for England  ...,0
"Oh my god, look at this incredible player from Brazil, Pedro. Amazing skills, drible, pacing, shot, a complete player, masterclass. Exactly what my beloved @Arsenal needs in mudfield.  #QueixudoAtGunners #ArtetaWeWantQueixo",0
"@Arsenal Please this is not the time to be inquisitive. Don’t ask questions about what’s going on... Just respect his privacy. Whatever it is, know his loved ones are reading what we post online. So help them or whoever is affected by posting good will and positive messages like prayers.",0
"@MarcelloMarcton @PiusAFC They are,Arteta hate kills off millions of brain cells,if only they realised this.__",1
"@Arsenal @gaygooners For us Africans, we still have some sense of direction that u lost! Have you seen gays giving birth?",0
"Arteta was said yo be killing Eddie's career, only for the fans to watch Flo and see that he's no where what's needed to lead the line at arsenal. If willie doesn't see his future here, ya gbawa door. Even cesc left, who u be?",1
@biel_m04 He pulled you backwards but you fell forwards how are you expecting to get anything out of that you mong ____________,0
@now_arsenaI @AaronRamsdale98 Let him fuck off,1
Xhaka and bullet shot __,1
Come on then @Arsenal at least show some fight and passion! Oh and shoot on target!! __ #arsenal https://t.co/bip9sHpOUF,1
@iitsJxsh @Veron1_ @Arsenal @ben6white Did he rape your mother???,0
@Santi_Classorla @Arsenal Just 2 games lol Arsenal Fans will kill me lol,1
@sweez_steady No we would give him a long rope to toe himself. Arteta is watching him like a hawk __,1
Damn Xhaka good shot Smiffy but Odegaard your stinky assist does not count,1
@Arsenal A rapist,0
@Arsenal But you still play a suspected woman beater/rapist,0
@Arsenal Can we have back the times Arsenal came back from the ruins to win the match against reading? Our boys need agility and strength.,0
@Arsenal U gays ______ https://t.co/JAJe3vEuu8,0
"@Arsenal @gaygooners I'm compelled to unfollow @Arsenal due to a consistent derailment from football to promotion of gayism which is satanic.  Ask yourself bro, where would you be gays getting lovers from if everyone become gay. Common sense, @Arsenal will hav no supporter in 100yr coz no offsprings.",0
@ZizouSzn10 If Granit Xhaka does that in 9 minutes he gets death threats. The me I'm wrong.,1
Xhaka shot almost broke the net,1
@Arsenal issa bitch __....____,1
@Arsenal WHEN THE DRUM OF DEATH BEATS ONLY THE VICTIM DANCES TO ITS RHYTHM https://t.co/ADNEGmpxYI,1
"Another player, another Captain Arteta has fallen out with, you lot won’t be happy until this club is burned to the ground and we have an Everton season.",1
@BongoIdeas @BukayoSaka87 From what I’m reading under this post there’s still 80% of the average African mentality ______.... We have a long way to go ______,1
@Arsenal @gaygooners say no to gayism arsenal future is gay.,0
"@bhayoh_s Because he doesn't shoot? Nah.

If the situation present itself, he will shoot. Yesterday, if Elanga closed him earlier Xhaka wouldnt have shoot. 
Xhaka is a consummate professional, he always give __.",1
"Arsenal fans will tell you Wenger was killing the football club, Arteta is now fixing Wengers mess and that we were completely shit and in the same breath tell you Alexis is a traitor for leaving.",1
@NunoTavares Don't just shoot if you get a chance.. look at other players and pass is better..,1
Arteta the only manage who know how to burn the Bridge. https://t.co/wDbNSEwA7T,1
Xhaka always killing de gea ____ #ARSMUN,1
Parte1 has bee0 the best pla1er b1 absolute miles a0d a fair few of them are killi0g it. Xhaka deserves credit 0o0etheless https://t.co/tLHVdgak4W,1
@Arsenal F***kn cunts you're never winning the league.,0
@bootalaq @Arsenal You can have masculinity and roughness and still be gay. You should probably get out more.,1
"@SpursOfficial The only redeeming thing, is that Spurs don't have a dirty rapist playing for them.",0
"Glenn Hoddle, forever the Spurs legend, was suggesting that the Xhaka goal should be ruled out for offside against Eddie! de Gea wouldn't have got near the shot regardless!",1
"@Arsenal After supporting this club for 22 years I see this bs and I’m done with this club. Why is a football team tweeting about this gay perverted bs! What has this got to do with football, bunch of nonces.",0
@gabrieljesus9 have another shot on target you dope and I win my bet,1
@Focemun @Arsenal @gaygooners Gay Devils sounds weird though,0
"@Arsenal @gaygooners I'm no longer a fan of this shit club, I'm a hater now. they posted about this shit lgbtq every week and said this is human rights. But zero condolences for turkey. Shame club",0
why did i ever believe fuck you pricks @Arsenal,1
.@m8arteta What if I killed myself?,1
"XHAKA WHAT A SHOT, I CAN'T BELIEVE THAT WENT IN #ARSMUN",1
"Death, taxes and xhaka getting carded",1
"@Arsenal Get Saka and Partey off, they playing so shit__ specially that nr 5 F him",1
@Arsenal @gaygooners Fuck gay stuff...________,0
"@Afc49Saka @BukayoSaka87 He Almost kill Alonso at first half ______, what an absolutely baller",1
@Arsenal Just focus on football. Should have shown the same energy when Ozil defended Uighur Muslims. Hypocrites __,0
"@SFGHiggins @Arsenal @gaygooners Hahaha literally 5 days ago, they posted about gays and yet today the post again. What is so special about gays anyway?",0
"@Arsenal All straight Arsenal fans, gather here. Let’s expose this divisive hypocrites! We will show you that you have more straight Arsenal fans than the gay ones you keep promoting and censoring people for. FOH!!",0
@Arsenal kindly  on behalf of all Kenyans we are mourning the death of our most precious prestigious and good President  HE Mwai Kibaki kindly just give  us a win so that we mourn in peace not pieces,1
"@Arsenal Mr Stan Kroenke, 

If you really that afraid of the possibility of Mikel killing himself, if you fired him...

Then why not step him down to assistant coach. Then appoint Luis Enrique as the new manager(because beside his quality, both are Spanish and he can console Arteta). https://t.co/agQwunXEdg",1
@Arsenal First openly gay footballer in the Prem?,0
@JPickford1 @England Fuck You,0
@RoywoodJNR I tell you. Na God. Xhaka when I think say forget shooting boots for Albania come waya better shot.,1
@Arsenal @gaygooners Gay gooners https://t.co/a9qgfVaN8f,0
@Arsenal @gaygooners @poet_this black,0
@EGTVEgal @Arsenal Karma for playing a rapist in midfield,1
@Arsenal Unto the next kill you there,0
@Henug_MinShlong @Arsenal Go support your homosexual mudryk he looks gay af with that Karen haircut and highlights,0
@AaronRamsdale98 your mother!!,1
@gabrieljesus9 I am yet to see one black soccer star with a black woman bruv.,0
"Xhaka has clearl1 told the Swiss team that Pickford is dodg1, shoot o0 sight.",1
This nigga is so majestic,0
@EddieNketiah9 @Babablueh @Arsenal Rent boy,0
@Savage_T_Raw @EbukaMeansGreat Arteta tactically outclassed Tuchel. Matched his formation and made the right substitutions to kill the game.,1
"@Arsenal has hidden my tough reply against their gay gooners instead of blocking me, they still want me, I want them too but focusing on the next game would be better than making homophobic people uncomfortable COYG__ https://t.co/T5HoB2WtCC",0
@Tee_Classiquem1 @Arsenal @gaygooners Fuck off to another team you gimp. And for the record it ain’t been over 20 years. Do your maths you plum.,0
