text,label
@Memphis Bros country whole life depends on soccer meanwhile we have kids playing 50 different other sports why don’t y’all bring your bitch asses down here to play against the men’s basketball team we don’t even gotta add kd or lebron poverty ass country 🤡 https://t.co/fw0wrnZ3kK,0
@Memphis @OnsOranje Mane u put shit on shut yo bitch ahh up and get a father first,0
@Kamil_Grabara1 Stay classy bellend.,0
@Kamil_Grabara1 Are you just a cunt as a footballer or do you act like this to everyone in your life? Now go clean Szczenys boots like a good reserve/understudy,1
@Kamil_Grabara1 Go crawl back into the shit hole you came from!! Hanging shit on a bloke who can actually make a World Cup team is harsh!! Jog on fella!!,0
@Kamil_Grabara1 Bro you’re a gay cunt,1
"@dk_luc @NatR3y @Socceroos sorry , i dont speak 🐒🐒🐒",1
@Kamil_Grabara1 Small dick energy,0
@CursedAlinkc @TonySimprino @TreyHarrison20 @BaileyUTD15 @mcadaal25 @USMNT “We haven’t for the long time” the most British cuck shit to have ever been said lmao,0
"@Kamil_Grabara1 So what achievements have you made in your life apart from nothing? Seems to me like you’re a jealous idiot who can’t keep his mouth shut, so how about instead of knocking a man down who has just had a stellar World Cup, and support him, you low life wanker.",0
@tuffeyluffey @GaryLineker The nonce final boss!,0
@henrywinter @GaryLineker Yeah. But not in qatar. Good that there are people who prefer staying home instead of supporting a terrorism supporting regime. But what do I stupid half arabian ape know 🤷‍♂️,0
@USMNT its football u fuckin cunts,0
@piersmorgan @GaryLineker Has Ronaldo given you the day off piers you fat little cunt,0
"@JamalMusiala Just know God would not let you win coz your a gay nation. Read the lines and you came with a political motive of supporting LGBTQ, imagine your dad, was gay, we wouldn't have seen you, CR7 would be no where. Thus read the bible about co-creation and how God distroyed Sodom",1
"@Cr7Fran4ever @Cristiano Portugal is really bad, not equal to the penis of Asians, but the top league in the world?🤣😂😝🤧🤧🤧🤧🤧",1
@TRADEDOWJONES @Hishamea1 @LuisSuarez9 @Uruguay Nahh this is the worst thing you wish to be ranked pussy,0
@GaryLineker Thee are people waiting for the Police  to raid you  an historic sex  crimes  Gary ..or maybe not that historic ???,0
@GaryLineker To be fair you're both ass lickers aren't yer,0
😥💔 and the war crimes of Supremacist Colonialist Apartheid Terrorist regime of Israhell continue with impunity 👇👇,0
fuck sake we r gonna lose now nice one u toff cunt,0
@BorisJohnson @England No we are not all behind them you cretinous monkey.,0
"@selecaoportugal Clap for bruno who think himself as star player, well played midfielder silva, congratulation to Fernando Santos you deserve public abuse. Your place is drain go die there",1
@davidbeckham your a shame to the English game you would sell your own mum for a few quid lost all respect for you,0
@AB84 @Memphis Fuck you AB stop twerking for him,1
@awesomelaurie @danielsahyounie @Kamil_Grabara1 I mean as a country you faggot,1
@lukamodric10 Hey Luka......Croatia should stick to playing football. Strap on a pair of skates and we'll show you what it means to be a man...you little bitch,0
@Shakib76L @equipedefrance Go back to Algeria,1
@BAHAALDAYYAT @USMNT @Visa Hell is what Iran does to their women. Don’t Iranian men like women? Are you all gay over there?,1
@GaryLineker Horrible little cunt,0
@equipedefrance @KMbappe you’re not true from France🙉 you’re monkey.. come back Africa,1
"@KevanKhevchenko @GaryLineker There was, for example, a plan to dispatch SS death squads, known as Einsatzgruppen, throughout Britain to arrest and massacre Jews, intellectuals and anyone deemed a threat to the new order.",0
@KMbappe fuck off,0
@danielelvey @England @sterling7 Shit up ya fucking cunt,1
@danielelvey @England @sterling7 Shit up ya fucking cunt,1
@England @marksandspencer Pouthgate terrorist game https://t.co/pIuoUNbSdq,0
@England @Rob_Kimbell @sterling7 Somebody been shot again?,0
@England @Rob_Kimbell @sterling7 Somebody been shot again?,0
@England @marksandspencer southgate is a terrorist,0
@England @marksandspencer Fucking walker is shit,0
@blakekelley3 @JeffFosterFan @Taylor__Sims13 @kiiLkenny @cpulisic_10 Haha says the motherfucker with a monkey in their background 😂. That guy more evolved than you!,1
"@10NewsFirstSyd @10FootballAU @Socceroos @DBUfodbold @FIFAWorldCup ‘If England lost, I knew dad would be violent’: Football’s child abuse problem  #ChildAbuse #DomesticViolence #DV #FamilyViolence #FV   https://t.co/ErBoqgq4hz",0
"@LisandroMartiny @England Why only blacks in your English team is it crime rated? where are the other cultures, the English are vanishing from football TV &amp; Streets https://t.co/EJ2K5neqty",1
@BorisJohnson @England What a cunt you are ! No one cares what you think now fuck off !!!,0
"YOU ARE SO SHIT, @BukayoSaka87 . SO FUCKING SHIT.  SHIT, SHIT, SHIT!!!  #ENGSEN",0
"@Gael_Ondoua29 why don't you go fuck yourself? You ain't got no business supporting russia! One of my best friends is still MIA, possibly KIA! All because of a war that shouldn't have happened!  Do not support terrorists! #fuckputin #fuckramsan",1
"@marcasok @RishiSunak @England Yes, we ban impure homosexuals, so there is no place for sissies among us",1
@BorisJohnson @England Fuck off to Russia you traitor!!!,0
@Cristiano Nigga you scored during training 😂,0
@heismybabygirl @BaileyUTD15 @USMNT USA is full of cucks school shooters terrorist and fat smelly Americans se serio USA I know y’all love our drugs,0
"@England @FIFAWorldCup england team looked like fools ¡¡¡  they take the knee and senegal, full of blacks DONT ¡¡¡  #Qatar2022   https://t.co/x2tl3C0ZwK",0
"@England @FIFAWorldCup you england looked like fools tonight ¡¡¡  you took the knee and senegal, full of blacks DIDNT ¡¡¡  🤣  https://t.co/x2tl3C0ZwK",0
"@robokendall @GaryLineker @England Maybe we want to see something other than simply progressing and getting by, you fackin nonce.",1
"@robokendall @GaryLineker @England Maybe we want to see something other than simply progressing and getting by, you fackin nonce.",1
@0_0jayyyy @England @FIFAWorldCup Doin your mum from behind,0
@Huffy72 @England @FIFAWorldCup Yeah I am doing it to your mum,0
"@jackworthy13 @fatuma02 @FIFAWorldCup @England @BellinghamJude The European teams aren't European with a few exceptions like Croatia and Poland.   France isn't a French team. England isn't an English team. It's a mix of native talent and talent poached from other groups usually former colonies, mainly African.    Nothing to be proud of.",0
@pritipatel @England Fuck you,0
He be dick riding like crazy,0
@LAGalaxy @cpulisic_10 @USMNT Soccer my dick,0
@England @BellinghamJude @JHenderson @TrentAA fuck off duck off duck off duck off duck offf duck offf fuck u liverpool,0
@KyeSutton @S_7_Ll @England Still not the same as someone jumping in ya hands and holding his bum looking at him admiringly. So gay!,0
"Don't underestimate Arab culture. →So shut up and watch the queers get killed. Hmmm, I guess I don't know enough about human rights",0
@BellinghamJude @JHenderson Fags https://t.co/UjtQm4Me68,1
@brandonsblog @AvgHonkey @AlexGam2013 @USMNT But you wanted to call the guy out saying it was fake.  Fuck off.,0
Fuck off,0
@LimitlessJ23 @Steezyy7k @nickdelpizzahut @USMNT my dick eating is a choice who said i wasn’t dick eating,0
How fucking pathetic. @Cristiano is making a right bellend of himself. Again.,0
"@Carlos_Queiroz You are a disgrace to all mankind! Look at the attached pictures, these youngsters  were murdered by @khamenei_ir thugs during #IranRevolution2022 We know the only thing that matters to you is freaking money! Take the bloody  money and STFU #MahsaAmini @FOXSports https://t.co/V92qwh9p19",0
@chris_barrie_ @SkyBetChamp @BellinghamJude @England Coming from Mr Cunt Face,0
@BellinghamJude @JHenderson Harry Kane still talk the dull cunt,1
"cover your legs, whore @KMbappe",0
Thank you for that wonderful night of homosexual intercourse @KMbappe I particularly enjoyed the location it took place which was @qatar,1
"@RezuYaowa @siphillipssport @_DeclanRice Get off rices dick, he doesn't know you",0
@thekingadjor @gideonmensah_14 Hard guy 🦍,0
@HKane @England Shut up you out of form Cunt,1
@HKane @England Shut up you out of form Cunt,1
@Miles_of_CFC_ @MasonMount @England Fucking spastic. Actually thats an insult to spastics,1
"@SaadWarraich @zachprobst @Memphis What has Pakistan done or even known for,  besides being a shit hole 3rd world Country full of terrorists that nobody would want to live.",0
@jamesob96281814 @GaryLineker @sterling7 Thick cunt,0
@jamesob96281814 @GaryLineker @sterling7 Thick cunt,0
@BellinghamJude @JHenderson Are both Madders &amp; Trent gettin' any fookin' game time at all or what?? Sometimes Saffgate can behave like a prized dick,0
Are u fucked cunt??? Sport’s fanatics treat players like lil slaves for their entertainment...,0
Are u fucked cunt??? Sport’s fanatics treat players like lil slaves for their entertainment...,0
@BellinghamJude @JHenderson Just come to Liverpool already you little cock tease 😈,0
@089968Raph___ @England Go suck ur mom's dick,0
@POTUS @tyler_adams14 @USMNT Shut yo monkey ass up,1
@GaryLineker Reading the comments just strengthens my belief that Brits  have always been a Cancer to the World,0
@MarcusRashford Is your mum single?,0
@MarcusRashford Where is your father?,1
@JHenderson @BellinghamJude wee blackie judes an ugly cunt big time,1
@DenzelJMD2 @OnsOranje Next stage where? you're going home nigga,1
@WBATDM @MatadorIrish @GaryLineker @BBC Why you so angry Bro?😂 What is it with you using words like “cock” &amp; “bellend”  Little weird me thinks. Put a woolly hat on when you go out kid. It’s a bit windy out there.😂,0
@KMbappe @equipedefrance The first futbol@player homosexual 🏳️‍🌈,0
You have a choice of hanging or firing squad!!!,1
@HeyItsJPP @shaf_eth @FIFAWorldCup @CBF_Futebol Soccer is retarded,0
@neymarjr ill suck ur dick for free,0
Fuck off gabby jesus @gabrieljesus9 😂😂😂😂,0
"@Cdcdcd22343409 @HeyItsJPP @shaf_eth @FIFAWorldCup @CBF_Futebol Then come out from your hiding place you little pick, I'll break you with one finger you mother fucker, I'll crush u the way I crush the metals, I'll feed your bones to the chickens u fucken pussy",1
Should be 7-0 and I should be cashing out for 500 quid. Fuck off @richarlison97 and fuck off @LucasPaqueta97,0
@realmadrid @atchouameni the monkey will steal all the bananas,0
@sportbible So this guy can’t retire peacefully does he have to act petty everyday @Cristiano stop behaving like a cunt you are as finished as fuck,1
@England @HarryMaguire93 @BellinghamJude Smell my finger,1
"The only defender with two left legs, a coconut Head and the eye of own Goal.",1
Prophet GAY Muhammad didn't help Qatar qualify for the worst World Cup host in history 🤣🌈,1
"No rainbow arm-bands or taking the knee,  just play football it's what you are paid to do.",1
What is dis? Fuck you damn,0
Almir De Sousa  dude. Don't talk behalf of iranian people . We don't support this team since our people are getting killed on streets of Iran and they haven't show any reaction to this unjustice,0
We expect you to release similar statement to Islamic Government of Iran that daily basis is insulting 3000 year old Iranian culture and rich history! Please stop bluffing dear coach! As you said all you care is money so keep going without acting as Iranian fan! because you even don't care about Iranian life in the street of Iran that are being lost! How I should understand your passion about Iranian culture!!! Close your eyes and move on please.,0
Evidence has surfaced that shows Carlos is a part of the Islamic Republic secret police.,0
Farnoush Motlagh you sound like a loser who wanted to lose. I don’t know any other people from any other country who spit on their own like western wannabe Iranians with inferiority complex and a good dose of coconut syndrome. Who do you dance for?,0
You’re shit,0
you were the Best player on the pitch seen as though England were so shite. stop kneeling and tell the prick southgate to stop picking his best cock suckers up front,0
You are a useless pice of shit couldn't play marbles,1
Now I know why Southgate can't do without ya despite media shits,1
The best bit about David Beckham queuing for the queens death is that when you get killed in Qatar for being gay you get to go 1st.,0
Well done Harry. After all the shit the morons have given you. You had our back last night and at times were all that stood between us and defeat. Should be very proud of your performance.,0
There's always one game Harry.  Your aunty does my mother in-laws hair but my mother in-law is in respite with cancer and not good but watching your games so far.  I'd love her to be able to see you get to the final.  Faith in you all.,0
"My girlfriend told me last night that it is over between us.I thought about it and i found out that life without her is meaningless,🥺 so i decided to kill myself.""i jumped from my reading table to my bed but i didn't die,i went to the express road and looked carefully before crossing the road,nothing happened to me"".""I drank 4 rubbers of coke with plenty meat but nothing happen"".""I took a lot of mangoes without swallowing the seeds, yet i did'nt see hell"".""I prepared gizzard and kidney sauce with strawberry juice and lots of fresh tomatoes, yet nothing happened to me"".""I ate cake,chocolate mixed with ice creams"".I'm so worried now caused i just finish eating fried rice with chilled malt and fresh fruit salad but nothing has happened to me.Friend, what do i do?Should i try fried plantain  and chicken with fresh milk?What concotion can you prescribe for me 💔😂🙆‍♂️please friends If you come across this I plead you bless me with a FOLLOW. It will help my page show me love ❤️ please I’m pleading 🌹🙏🏽🙏🏽",0
"Qatar is smelling, I can't stay here too long 😆😆😜😜",0
Congratulations Jill your definitely a superstar and an inspiration too so many people keep up the fabulous work Hun 🥳🍾🥂🍾🌟,0
Of the jungle 👏👏👏,0
Sulaiman Muhammad Jalloh bra una nor get bette players dem if dem fankay una wan shilin rope (saka) it over for you guys😩💯 true,0
Pearl Laurel Wouldn't worry to much about that😂🤣Most likely say good morning to some bugger and they'll get offended and shoot you😋😋 that's the way the world is heading glad I won't be around to watch it.😂,0
"Jamaican man was making love to his wife for the first time he suddenly scream ""Jah bless"",! And ran out from the room poured water on his wife's private part. The frightening wife shouted ,""watagwan"" wat you rasta man do that for? the man answered bomboclat woman this thing too sweet me gwan dilute, it remember me diabetic sweet things na good for me rastaman!🚶🚶🚶.",0
Big up to the gangs,0
UBER Terrorism!!! Every pound is breeding terrorism and FRAUD! Be informed! https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.thesun.co.uk%2Fnews%2F10697794%2Fuber-driver-plotted-terror-attacks%2F&h=AT1wNXTWYjQzRzk0EExwLcsvwBsOtNkfk7cZamIQ3NCMYVJNlRV71cXZslVWF9sE5K-IFkAxa78WDZvD0a4uGl_y-gsbT-Q7IJM0qwuQ5npXCvbxddxxJYCs-ZK-ycXq&s=1 Be informed!,0
Osian Wynn Griffith strange thing to say? It seems you know all about it! I suppose that if you ain't shaggy sheep while inside! It's all the same!looooooser loooooser! I bet your family are proud of you! I hope that you’re not allowed to be alone with children! Nonce!,1
Scummy cnuts booing the national anthem your country's full of nonces I can name one of the bat,1
"Better if it could have happened against Iran, but it's gone and we aren't fickle fans like the English so let's go down fighting. They can't kill you if you're already dead as the saying goes.",0
"Ewan Hruska No body chooses to be an orphan  ,no parents chooses to die and leave his children without defence . If you like the orphan children ,pray for them . Donate to them please . Your donations will make a change to these mulnorished babies !",0
"You guys should have taken a knee as the British players did, shame on the African Americans on your team, Iran is going to knock you guys out 🙏🏾",0
Now they go down as the team that couldn't beat the Americans. It is head hanging time. 😜,0
When England posting u will never see them posting black,0
Hi England football team Harry Kane guess u will be taking the knee. Even the American didn’t do it.  So embarrassing. Why are you still doing this ?,1
The curse of millions of Iranians is against the Soccer  team of the brutal and criminal government of the Islamic Republic of Iran. Their team is not the national team of Iran and represents the criminal and child-killing government of the Islamic Republic.,0
Time  for  you  to  go  back  to  Italy...!!!!,0
"Not really been the worst playing since the euros and all this dragging out the knee bending and the colourful harm band wear is getting to much now not even USA do it , as soon as I see it before kick of it makes me want to turn it off and most of the time not want own team to win is embarrassing",0
Abou Ba African champions wow a competition for school girls that's why senegirls won it you clown 🤡,1
Wales will burn today 🔥God willing 🤲😻,0
"Jake Smith I don't know which is worse, watching england pass the ball across the edge of their own box for 89 minutes or reading the comments from the clueless numptys afterwards blaming kane for not finding a way to score goals from nothing.",0
@MarcusRashford Tbh both ugly,1
No more room for Gays,0
Put the f**kin' gay thing aside. Just play,0
How predictable. Of course the caption which refers to mistakes will show the black guy or the immigrant. Hope at least we will not have to see your selective politics on pitch - let those lads focus on football,0
I simply hope they make it and don't....Go back home that soon,0
They never won gays team,0
Peter Mwape These forgot why they went to Qatar. Busy navaupuba vama gay instead of playing football. Unfortunately 2018 will be repeated tonight. They r packing tisale with those who followed football,0
"Gay team and gay players, what more do you want from them",1
Focus of game not on politics..... Germany needs Qatar's oil & gas to survive in this winter....not their dicks....,0
"What can U running again like father teach a boy 🤣🤣,,,Anymore if' U play football for 🌈 i'am not resfect to U...",0
Just take care of your gays and lesbians.. Don't play  football🤣,1
You should put flag of gays not Germany .. 🤔🤔🤔,1
go gay         s 🏳️‍🌈 home,1
"god dont love gays next time dont be a gay team and when u come to Muslim countries u need to respect their religion roules and culture Congratulations gays, enjoy being gays and wold cup home 😆😆😆",1
Get out gays,1
"Goodbye, dirty and homosexual team",1
I cannot brain rudiger is also a gay species,1
True friend and luv The Heavenly Father doesn't like LGBT that german team support of.,1
To make a little beautiful play it will win the win. We must kill the th,0
"Ingrid ShumwayThey went to play soccer not politics, they are not superior morally to anyone on earth specially after burning 6 million jews to death.",1
"@ThijsWesselz @goal @vinijr @neymarjr @LucasPaqueta97 Go suck a dick, will ya? We know you like it😁😁😁😁😁😁",0
"Germany football team finished,  go back home and do homosexual activity 🤣",1
Fuck you🖕you will be out of the world cup,0
"Now Belgium will go back to their old job, crying over the 2002 World Cup match against Brazil 😂😂😂 Pathetic. Golden Generation my foot 🤣🤣🤣",0
"You support,,,,gay, lesbian,,,That's why Belgium knockout,,,,,,,I don't support Belgium bye bye",1
Wow…Mounier is so shit and loose this Game. With his bad passes of 15 times and the stupid Foul before the 0:1. you cost me 1000 Dollars With your shit Performance,0
"Really hope that your plane crashes as soon as possible, bastards !!!",1
Now stop supporting gays.,1
Samie nobody gives a shit about what you think mate,0
Samie Eduful and we f*uck tour little Mother b8tch 😁😘,1
'Disappointing' kill you there🙄🙄🙄,0
F*ck u and ur gay players   ��,1
Finally the homosexuals were crushedThere is only male or femaleBarvo maroc ❤️✌️,1
"It's a logic result and it has nothing to do with age, but with mentality. The last year it became very obvious that we would never win anything with this coach and his strange tactics. Italy became world champion in 2006 with a lot of players over their 30ths. But they played football like they had nothing to lose, and they won on spirit and determination. When I see a Dries Mertens throwing hearts at his kid and posting it on his Instagram, or a De Bruyne or Courtois doing the same shit ... that means they are not focused and are acting like some spoiled teenagers, period. Add some bad tactics and inexplicable substitutions from a coach under pressure and we are by far a mediocre team not even worth to be in the top 10 of the Fifa ranking. Martínez is a boring and predictable coach, always was and always will be. When does Preud'homme start or a Degryse, at least they really know something about football tactics!",0
"Fans in Qatar held up photos of Mesut Ozil and covered their mouths during Germany's match against Spain.Ozil retired from international football in 2018, accusing the German FA of racism and disrespect, saying: ""I am a German when I win and an immigrant when I lose.""",0
"Ali Rexha who's 'they', imbecile? Is Xhaka finally coming out as trans and using they/them pronouns?",0
"Here comes the most legitimate source to sport betting, I never believe until I joined his telegram channel, since then I have been gaining back all my lost from his bets, just click on the link below to join his channel and start killing the bookies with sport betting.👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇https://t.me/+BWKMK6-lmXFmYmM0https://t.me/+BWKMK6-lmXFmYmM0JOIN NOW TODAY'S GAMES ARE READY*  *Call me a scam if you loose**  *👆 *👆👆👆👆👆* 👆👆👆👆*  *chat him up before it too late*.",0
"Stop adding black ppl to the team, they play so different, never will understand the German way.",1
Hello sir I am just your supporter from Bangladesh 🇧🇩.I am not a researchers to football.More then 12 years I watch every football match against Germany🇩🇪But I did finded more then problem to our German football team.1.You have not player who can take shot great shot for cornar kick2You have no player who can take a great shot for free kick.3.you have no player who can takle any others player4.you have no good player who can save German defense.5.You have no player who can take this place OF MESUT OZIL6.you have no player who can cover ozi gapI have just one request to you[ we want to see a German team like 2010 or 2014.Please come back Germany 🇩🇪Thank you ❤️,0
"Congratulations on leaving the Qatar World Cup and from the first round, the gay team. You made us feel disgusted by your defense of the filth of gays. You are not welcome in Muslim countries.",1
Dear germany don't be worried when qatar stop you to support gay*s spain will support them by f**cking you ☺️,1
That’s what happens to you when you support the gay mouvement,1
"Too bad the Croatian team can't control their ignorant fans!! Milan Borjan came as an immigrant from Serbia. He is now a Canadian, so Canadians really don't like people messing with us!! SHAME on all of you. What has the world become!!",0
"Алекса whatever you say is a lie, you are filthy rats, you are rapist murderers, you are responsible for tens of thousands of murders against innocent civilians.go fuck your mother and sister in ass, you dirty Serb.Fuck you, time will tell who we will be in a few years, you are the people with the oldest average age in Europe, you are nobody, you will not be known for anything. time will tell.fuck you, murderous state.",0
Slavisa Petkovic HAHAHAHAHAHHAAHHAH WHERE ARE U GOING FUCKING PIECE OF SHIT EVEN A PIECE OF SHIT IS WORTH MORE RETARTED .,1
Ur plan to support the black holes 🤣🤣🤣 i don't know why they call it rainbow 🌈 cuz there is one color just black holes 🕳️,1
Why are you gay 🙄,1
"Ahmad Bayoumi Germany, because it loves homosexuals, Spain took it behind the chair factory",1
"A message to Jürgrn “Hey Jürgen, as if the burning smell of the fruity rears of your team's photo looking like they're about to vomit wasn't enough to come after Iran with your racist, moronic comment on our culture?!”",1
"Germany, because it loves homosexuals, Spain took it behind the chair factory",1
Let's hope it's no gay plan. Get your manhood back and make us proud again,0
Langton Langy TaonezviLangton Langy Taonezvi take your Ronaldo asslicking shit elsewhere mate. No time for people like you 🤦,0
Maruf/Thailottery Free Tips VIP what an absolutely ridiculous comment. Go back to eating moths you turnip,1
"Southgate likes playing ""Dead wood"" and favouritism is not a good idea. All that kneeling has taken it's toll on their legs. Win it? No chance.",0
Didn't look like they wanted it. Spent 80 minutes passing Maguire or stones. Absolutely a joke performance. Over payed tossers,1
what a disgrace to kneel in front of USA and IRAN... f...ing pu$$is,1
"Can we not get a message to Southgate please? 1) You're wasting some of the most technically gifted players we've produced in Grealish, Trent and Foden. 2) You play way too negatively. 3) You've got the most humongous nose I've ever seen and after that result I wouldn't mind seeing Trent in a dead ball situation just whip it straight off your face",1
"The Islamic Republic of Iran has withstood fifty years of siege against the international American robber who is stealing the world, and we will defeat them now, as in 98, and we defeated you militarily in Yemen, Lebanon and Syria, and we destroyed your plan for a new Middle East.",0
Phil Dunne we shag them you eat them lol,1
Fferm Penygraig Farm with a name like that I'm sure your mum is your sister,0
Rather remove all you Africans,1
"Mr. Queroz, whether or not you want to admit to the fact that you are employed by an oppressive employer or not (I.R.I) who is recognized internationally by many organizations to be a regime who spreads, terror and pain to its own people and people around the world, the fact is that you and your boys are representing a such regime. For those reasons, you are entitled to be judged by such standards. This is inevitable that you are on the wrong side and should accept the consequences too. Stop being a crying baby and at least, ake it like an adult!!",0
@Ninja_Williams @GordonBrown @sterling7 Is your friend a cunt as well?,0
"Thank you @ussoccer, @usmntThe US soccer federation said in a statement on Sunday that it decided to forego the official flag on social media accounts to show “support for the women in Iran fighting for basic human rights."" With the collapse of the Dangerous Islamic Republic 🇮🇷  the world will find peace that it has never seen before ✌️Human rights are not politics #MahsaAmini  💚🤍❤️#IranRevolution  ❤️🤍💚#SkySportsNews#FabrizioRomano#2022_QatarWC#FOXSports#ESPNUK#ESPNNFL#goal#NFL@SkySportsNews@FabrizioRomano@2022_QatarWC@FOXSports@ESPNUK@ESPNNFL@goal@NFL",0
Arian Azin And who are you!?🤣😎I am an American and I love this country unlike scumbags like you✅ if you don't like America please take hike and go back to where you came from 💨 🔜,0
"If you start the game on your knees, you'll end the game on your knees. USA didn't take the knee, and they started the whole virtue signalling farce.",1
Oh yea! Let me take you to the root there's a platform that pays you 3X of your investment I gave them a trial now I'm earning daily just within 24hours...click on the link and started earning yours👇👇👇https://t.me/+NkdWdHIQ4tY1ODc0,0
Concentrate on football rather kneeling you twats,0
Death or glory!,0
"Fuck off, I am albanian thats the reason I said we own them",1
"Holló Denis Shttttt 🤫 Come and take your wife away from me, bc i fucked her enough.",1
"Holló Denis I'm talking about your wife, how all albanians fucked her as a slut 😁",1
"Never forget the Gods of your ancestors, Never forget where you come from, Never forget who you are, Never forget what your ancestors did for you. Black magic only work for those who believe in it. If you have the following spiritual problems Come to the Highest Shrine of Hope to check your destiny, Read your star, Traveling mercies, Instant money,  Cast love spell, Lottery number, Bring back your ex within 24hs, Make all your wishes come true, Good luck of charm, Promotion at work, Bussines to grow fast, Money Rituals and many more I can't write everything. If you have problem or any question about spiritual  issue you can Whatsapp or call baba agbaye on 09168775314.",0
@ZeDelivery @Spurs_PT @richarlison97 @Sonny7 Kill yourself,0
@ZeDelivery @Spurs_PT @richarlison97 @Sonny7 Kill yourself,0
"Karabo Sekati Africans will not support their own,be there and be fooling",0
Ebi your own niggas,0
@dont_replytome @tayl0rm__ @LFC @Darwinn99 Manc rats 😂,1
@Kamil_Grabara1 no one loves you fucken ugly cunt,0
@HKane @England Except possibly for kneeling in support of the scamming neo-Marxist ‘defund the police’ ‘buy ourselves mansions’ gang... .. https://t.co/CcH1xbY0ay,1
"@Morgan_El_Libre @Neerps013 @Hishamea1 @LuisSuarez9 @Uruguay If you bite others it is considered a criminal offence, a criminally prosecutable behaviour in most countries.",0
Allison made 4 Dangerous saves that could've been possible good goals for South Corea. Nigga is big 🥰 #FIFAWorldCup2022,0
@vinijr Too black,0
@tracey_km_ @richarlison97 @Sonny7 I’d cum,0
@tracey_km_ @richarlison97 @Sonny7 I’d cum,0
@MarcusRashford Where is dad?,0
@deft0nesluvr_ @richarlison97 gay boy,0
@saidtrill @gabrieljesus9 fuck eddie shit guy,0
"@shahyanii @alikarimi_ak8  @chelseahartisme  The terrorist regime of the Islamic Republic has issued a death sentence for Ali Moazzami, a young Iranian freedom fighter #alimoazzami",0
@Muftawu_Nabila @Kamaldeenho10 Typical African black man always wanting to bring someone down mmoaa,1
@shibil_majid ozil in hell with your father,0
Put ur hand on ur mouth and go back to ur country 👎🏻👎🏻👎🏻👎🏻,0
You deserve to be kicked out of the league because you're dirty supporting the colored community,0
Wellahe you are gay,0
He needed the .money for his worse than useless offsprings snd his equally useless liability of a wife.,0
Unfollowing but gotta say your a CUNT before I go 👋,1
You had to save your prestige and not do what the gays wanted from you 🤮,1
Get out gay 👍,1
"Shame on you Rudiger, we and all Muslims were disappointed in you after your support for homosexuality",1
An immigration heritage🇨🇦,0
"Go see yourself now ,a Muslim supporting LGBTQ is nonsense",1
It’s nice to see cry after seeing you support the gay against your own religion 👍🏻,1
"Why do you support those colors, regardless of whether you are a Muslim, you did not see that this issue is wrong?",1
No Front but i think nr 7 ist taking a shit,0
Someone who supports LGBT  is not Muslim,1
What kind of muslim are you.? You dan Gundogan support something that Allah hate so much..,0
You are a Muslim and support g*ay people 😢😏😏😏,1
"You could've used a rainbow flag after the Germany flag. You guys want to promote lgbtq everywhere. Why not promote lgbtq on instagram? Instagram doesn't ban promoting lgbtq, Whereas qatar does. You have to respect their culture and believes. You guys did a totally dumb thing. As a muslim you should have respect their beliefs even more, but you didn't. Allah has given you the prize you deserve. @toniruediger",1
Leave the gay DFB team!!!!!,1
I thought you were a Muslim and you turned out to be one of those (lgbt👎🏼👎🏼👎🏼),1
Muslim fans sad about you because you support LGBT with german 😢,0
Shame on you u don t represent muslim people 👎👎👎,0
🫢🫢🤪😂 you are gay,1
@corbine11 @ParisHilton @USMNT @ussoccerfndn She edited all the dicks outta her face,0
"If they expel you from the national team, it is better than forcing you into their filthy habits, so then you will be expelled from the bosom of Islam. ☪️",1
You are a Muslim you should not support 🏳️‍🌈🏳️‍🌈,1
"You are not a Muslim, you are a dirty person",1
"My brother, you are a Muslim, and a Muslim does not support colors. Check back with your faith, my brother",1
"Supporting gays, Rodigir, was the reason 😂😂😂😂😂",0
A Muslim who encourages homosexuality,1
Why do you support homosexuals with your German team??,1
Fake muslim chose fame over a lost cause ..,0
Unfollow because you are gay,1
. @5sergiob RETIRE YOU OLD FUCK YOU FUCKING SUCK,1
